post_id,post_title,rank,artist,title,album,note
501,2019 Challenge: Sing The Unsung,,Minutemen,The World According To Nouns,,Robbie – 11/2
501,2019 Challenge: Sing The Unsung,,Minutemen,West Germany,,
501,2019 Challenge: Sing The Unsung,,Minutes,Raise Our Fists Up,,
501,2019 Challenge: Sing The Unsung,,Misfits,Hatebreeders,,Nathaniel – 3/2
501,2019 Challenge: Sing The Unsung,,Mission Of Burma,This Is Not A Photograph,,
501,2019 Challenge: Sing The Unsung,,Mission Of Burma,Wounded World,,– ZBill – 2/2
501,2019 Challenge: Sing The Unsung,,Modern Baseball,"Fine, Great",,Wyatt – 1/5
501,2019 Challenge: Sing The Unsung,,Mr T Experience,I Love You But You’re Standing On My Foot,,– Melissa – 2/2
501,2019 Challenge: Sing The Unsung,,Owen,"O, Evelyn",,
501,2019 Challenge: Sing The Unsung,,Pains Of Being Pure At Heart,Belong,,Nathaniel – 3/2
501,2019 Challenge: Sing The Unsung,,Pansy Division,Luv Luv Luv,,Argyll – 2/16
501,2019 Challenge: Sing The Unsung,,Pleasure Venom,Hunt,,
501,2019 Challenge: Sing The Unsung,,Public Image Ltd,Disappointed,,
501,2019 Challenge: Sing The Unsung,,Rocket From The Crypt,Savoir Faire,,George – 3/14
501,2019 Challenge: Sing The Unsung,,Rocket From The Crypt,Straight American Slave,,
501,2019 Challenge: Sing The Unsung,,School Of Seven Bells,My Cabal,,
501,2019 Challenge: Sing The Unsung,,Slant 6,What Kind Of Monster Are You?,,Kate – 11/13
501,2019 Challenge: Sing The Unsung,,Sleaford Mods,Tied Up In Nottz,,Graham – 8/25
501,2019 Challenge: Sing The Unsung,,Sleater-Kinney,The Professional,,Carl X – 7/20
501,2019 Challenge: Sing The Unsung,,Spoon,10:20 AM,,
501,2019 Challenge: Sing The Unsung,,Spoon,All The Pretty Girls Go To The City,,Nathaniel – 5/18
501,2019 Challenge: Sing The Unsung,,Spoon,Back To The Life,,
501,2019 Challenge: Sing The Unsung,,Spoon,Don’t Make Me A Target,,Nathan – 2/27
501,2019 Challenge: Sing The Unsung,,Spoon,Got Nuffin’,,Amanda – 1/5
501,2019 Challenge: Sing The Unsung,,Spoon,Idiot Driver,,
501,2019 Challenge: Sing The Unsung,,Spoon,Plastic Mylar,,
501,2019 Challenge: Sing The Unsung,,Spoon,Someone Something,,
501,2019 Challenge: Sing The Unsung,,Spoon,Something To Look Forward To,,
501,2019 Challenge: Sing The Unsung,,Spoon,Take A Walk,,Johnny – 2/2
501,2019 Challenge: Sing The Unsung,,Spoon,Take The Fifth,,
501,2019 Challenge: Sing The Unsung,,Spoon,Vittorio E,,
501,2019 Challenge: Sing The Unsung,,Stone Roses,Elephant Stone,,Mr. Green – 1/13
501,2019 Challenge: Sing The Unsung,,Stooges,Down On The Street,,Steve – 1/5
501,2019 Challenge: Sing The Unsung,,Super Thief,bluddded,,
501,2019 Challenge: Sing The Unsung,,Talulah Gosh,Testcard Girl,,
501,2019 Challenge: Sing The Unsung,,The Men,Another Night,,Stephan X – 7/20
501,2019 Challenge: Sing The Unsung,,Tiger Trap,Puzzle Pieces,,
501,2019 Challenge: Sing The Unsung,,Velocity Girl,Pop Loser,,Caroline X – 7/6
501,2019 Challenge: Sing The Unsung,,Veruca Salt,All Hail Me,,Paige – 12/25
501,2019 Challenge: Sing The Unsung,,Waxahatchee,Poison,,Nathaniel – 1/19
501,2019 Challenge: Sing The Unsung,,X,True Love,,Tashi – 2/27
501,2019 Challenge: Sing The Unsung,,X-Ray Spex,Genetic Engineering,,Karen – 6/1
501,2019 Challenge: Sing The Unsung,,Youth Brigade,Sound And Fury,,
576,6th Annual SAD SONGS ONLY,,Against Me!,Reinventing Axl Rose,,
576,6th Annual SAD SONGS ONLY,,Crooked Fingers,Sleep All Summer,,
576,6th Annual SAD SONGS ONLY,,Mitski,Nobody,,
576,6th Annual SAD SONGS ONLY,,Piebald,American Hearts,,
576,6th Annual SAD SONGS ONLY,,Saves The Day,Shoulder To The Wheel,,
576,6th Annual SAD SONGS ONLY,,Elliott Smith,Strung Out Again,,
576,6th Annual SAD SONGS ONLY,,Spanish Love Songs,The Boy Considers His Haircut,,
576,6th Annual SAD SONGS ONLY,,Tiny Moving Parts,Caution,,
576,6th Annual SAD SONGS ONLY,,6ths feat. Mary Timony,All Dressed Up In Dreams,,
576,6th Annual SAD SONGS ONLY,,"Adams, Ryan",Come Pick Me Up,,
576,6th Annual SAD SONGS ONLY,,"Adams, Ryan",Magnolia Mountain,,
576,6th Annual SAD SONGS ONLY,,"Adams, Ryan","To Be Young (Is To Be Sad, Is To Be High)",,
576,6th Annual SAD SONGS ONLY,,Against Me!,FuckMyLife666,,
576,6th Annual SAD SONGS ONLY,,Against Me!,True Trans Soul Rebel,,
576,6th Annual SAD SONGS ONLY,,Air Miami,I Hate Milk,,
576,6th Annual SAD SONGS ONLY,,Alkaline Trio,San Francisco,,
576,6th Annual SAD SONGS ONLY,,Allo Darlin’,My Heart Is A Drummer,,
576,6th Annual SAD SONGS ONLY,,American Football,Never Meant,,
576,6th Annual SAD SONGS ONLY,,American Nightmare,AM/PM,,
576,6th Annual SAD SONGS ONLY,,Andrew Jackson Jihad,"Hate, Rain On Me",,
576,6th Annual SAD SONGS ONLY,,Arcade Fire,Modern Man,,
576,6th Annual SAD SONGS ONLY,,Arcade Fire,Neighborhood #1 (Tunnels),,
576,6th Annual SAD SONGS ONLY,,Arcade Fire,Neighborhood #2 (Laika),,
576,6th Annual SAD SONGS ONLY,,Arcade Fire,Neighborhood #3 (Power Out),,
576,6th Annual SAD SONGS ONLY,,Archers Of Loaf,Wrong,,
576,6th Annual SAD SONGS ONLY,,At The Drive-in,Napoleon Solo,,
576,6th Annual SAD SONGS ONLY,,Bad Books,Pyotr,,
576,6th Annual SAD SONGS ONLY,,"Baker, Julien",Sour Breath,,
576,6th Annual SAD SONGS ONLY,,Band Of Horses,The Funeral,,
576,6th Annual SAD SONGS ONLY,,"Bell, Chris",I Am The Cosmos,,
576,6th Annual SAD SONGS ONLY,,Belle & Sebastian,"Get Me Away From Here, I’m Dying",,
576,6th Annual SAD SONGS ONLY,,Belle & Sebastian,Lazy Line Painter Jane,,
576,6th Annual SAD SONGS ONLY,,Big Boys,Sound On Sound,,
576,6th Annual SAD SONGS ONLY,,Big Star,Thirteen,,
576,6th Annual SAD SONGS ONLY,,Bikini Kill,Feels Blind,,
576,6th Annual SAD SONGS ONLY,,Black Flag,Depression,,
576,6th Annual SAD SONGS ONLY,,Black Heart Procession,A Light So Dim,,
576,6th Annual SAD SONGS ONLY,,Black Heart Procession,Square Heart,,
576,6th Annual SAD SONGS ONLY,,Blonde Redhead,23,,
576,6th Annual SAD SONGS ONLY,,Blood Brothers,Love Rhymes With Hideous Car Wreck,,
576,6th Annual SAD SONGS ONLY,,Bonnie ‘Prince’ Billy,I See A Darkness,,
576,6th Annual SAD SONGS ONLY,,Bottle Rockets,Thousand Dollar Car,,
576,6th Annual SAD SONGS ONLY,,Boygenius,Bite The Hand,,
576,6th Annual SAD SONGS ONLY,,Boygenius,Me & My Dog,,
576,6th Annual SAD SONGS ONLY,,Breeders,Drivin’ On 9,,
576,6th Annual SAD SONGS ONLY,,"Bridgers, Phoebe",Motion Sickness,,
576,6th Annual SAD SONGS ONLY,,Bright Eyes,Lover I Don’t Have To Love,,
576,6th Annual SAD SONGS ONLY,,Bright Eyes,Method Acting,,
576,6th Annual SAD SONGS ONLY,,Bright Eyes,Papa Was A Rodeo (by Magnetic Fields),,
576,6th Annual SAD SONGS ONLY,,"Callahan, Bill",Too Many Birds,,
576,6th Annual SAD SONGS ONLY,,Camera Obscura,Lloyd I’m Ready To Be Heartbroken,,
576,6th Annual SAD SONGS ONLY,,Camper Van Beethoven,All Her Favorite Fruit,,
576,6th Annual SAD SONGS ONLY,,Car Seat Headrest,Unforgiving Girl (She’s Not An),,
576,6th Annual SAD SONGS ONLY,,Cat Power,Nude As The News,,
576,6th Annual SAD SONGS ONLY,,Cayetana,"Scott Get The Van, I’m Moving",,
576,6th Annual SAD SONGS ONLY,,Come,Shoot Me First,,
576,6th Annual SAD SONGS ONLY,,Converge,Homewrecker,,
576,6th Annual SAD SONGS ONLY,,Crass,Systematic Death,,
576,6th Annual SAD SONGS ONLY,,Crooked Fingers,New Drink For The Old Drunk,,
576,6th Annual SAD SONGS ONLY,,Crooked Fingers,Sleep All Summer,,
576,6th Annual SAD SONGS ONLY,,Cure,Boys Don’t Cry,,
576,6th Annual SAD SONGS ONLY,,Cursive,Art Is Hard,,
576,6th Annual SAD SONGS ONLY,,"Dacus, Lucy",I Don’t Wanna Be Funny Anymore,,
576,6th Annual SAD SONGS ONLY,,Decemberists,The Chimbley Sweep,,
576,6th Annual SAD SONGS ONLY,,Desaparecidos,"Man And Wife, The Latter (Damaged Goods)",,
576,6th Annual SAD SONGS ONLY,,Descendents,Clean Sheets,,
576,6th Annual SAD SONGS ONLY,,Detroit Cobras,He Did It (by The Ronettes),,
576,6th Annual SAD SONGS ONLY,,DEVO,Beautiful World,,
576,6th Annual SAD SONGS ONLY,,Dinosaur Jr,Just Like Heaven (by The Cure),,
576,6th Annual SAD SONGS ONLY,,Dismemberment Plan,The Ice Of Boston,,
576,6th Annual SAD SONGS ONLY,,Dismemberment Plan,Time Bomb,,
576,6th Annual SAD SONGS ONLY,,Distillers,City Of Angels,,
576,6th Annual SAD SONGS ONLY,,Dream Syndicate,Tell Me When It’s Over,,
576,6th Annual SAD SONGS ONLY,,Dum Dum Girls,Coming Down,,
576,6th Annual SAD SONGS ONLY,,Dum Dum Girls,It Only Takes One Night,,
576,6th Annual SAD SONGS ONLY,,Eisley,Real World,,
576,6th Annual SAD SONGS ONLY,,"Erickson, Roky",You Don’t Love Me Yet,,
576,6th Annual SAD SONGS ONLY,,Foxygen,San Francisco,,
576,6th Annual SAD SONGS ONLY,,Frankie Cosmos,Young,,
576,6th Annual SAD SONGS ONLY,,Frightened Rabbit,Head Rolls Off,,
576,6th Annual SAD SONGS ONLY,,Front Bottoms,Twin Size Mattress,,
576,6th Annual SAD SONGS ONLY,,"Frost, Edith",Cars And Parties,,
576,6th Annual SAD SONGS ONLY,,"Gary, The",(Eyes In The) Tap Room,,
576,6th Annual SAD SONGS ONLY,,Get Up Kids,Holiday,,
576,6th Annual SAD SONGS ONLY,,Get Up Kids,Ten Minutes,,
576,6th Annual SAD SONGS ONLY,,"Golightly, Holly",There’s An End,,
576,6th Annual SAD SONGS ONLY,,Good Life,Lovers Need Lawyers,,
576,6th Annual SAD SONGS ONLY,,Good Riddance,Better,,
576,6th Annual SAD SONGS ONLY,,Grifters,Bummer,,
576,6th Annual SAD SONGS ONLY,,Guided By Voices,Game Of Pricks,,
576,6th Annual SAD SONGS ONLY,,Handsome Family,Weightless Again,,
576,6th Annual SAD SONGS ONLY,,Heartless Bastards,The Mountain,,
576,6th Annual SAD SONGS ONLY,,Heatmiser,Antonio Carlos Jobim,,
576,6th Annual SAD SONGS ONLY,,Helium,Honeycomb,,
576,6th Annual SAD SONGS ONLY,,Hop Along,Tibetan Pop Stars,,
576,6th Annual SAD SONGS ONLY,,Hot Water Music,Not For Anyone,,
576,6th Annual SAD SONGS ONLY,,Hot Water Music,Trusty Chords,,
576,6th Annual SAD SONGS ONLY,,Hüsker Dü,Makes No Sense At All,,
576,6th Annual SAD SONGS ONLY,,Hüsker Dü,Never Talking To You Again,,
576,6th Annual SAD SONGS ONLY,,Inspiral Carpets,This Is How It Feels,,
576,6th Annual SAD SONGS ONLY,,Interpol,Leif Erikson,,
576,6th Annual SAD SONGS ONLY,,Interpol,NYC,,
576,6th Annual SAD SONGS ONLY,,Jawbox,Savory,,
576,6th Annual SAD SONGS ONLY,,Jawbreaker,Do You Still Hate Me?,,
576,6th Annual SAD SONGS ONLY,,Jets To Brazil,Chinatown,,
576,6th Annual SAD SONGS ONLY,,Jets To Brazil,Sweet Avenue,,
576,6th Annual SAD SONGS ONLY,,Jim Carroll Band,People Who Died,,
576,6th Annual SAD SONGS ONLY,,Joy Division,Dead Souls,,
576,6th Annual SAD SONGS ONLY,,Joy Division,Insight,,
576,6th Annual SAD SONGS ONLY,,Joy Division,Love Will Tear Us Apart,,
576,6th Annual SAD SONGS ONLY,,Joy Division,Twenty Four Hours,,
576,6th Annual SAD SONGS ONLY,,La Dispute,Such Small Hands,,
576,6th Annual SAD SONGS ONLY,,Lagwagon,Sick,,
576,6th Annual SAD SONGS ONLY,,"Lekman, Jens",I’m Leaving You Because I Don’t Love You,,
576,6th Annual SAD SONGS ONLY,,"Lekman, Jens",The Opposite Of Hallelujah,,
576,6th Annual SAD SONGS ONLY,,"Lewis, Jenny",The Big Guns,,
576,6th Annual SAD SONGS ONLY,,Low,Just Make It Stop,,
576,6th Annual SAD SONGS ONLY,,Lush,Light From A Dead Star,,
576,6th Annual SAD SONGS ONLY,,Magnetic Fields,All The Umbrellas In London,,
576,6th Annual SAD SONGS ONLY,,Magnetic Fields,Busby Berkeley Dreams,,
576,6th Annual SAD SONGS ONLY,,Magnetic Fields,Grand Canyon,,
576,6th Annual SAD SONGS ONLY,,Magnetic Fields,The Saddest Story Ever Told,,
576,6th Annual SAD SONGS ONLY,,Magnolia Electric Co.,The Dark Don’t Hide It,,
576,6th Annual SAD SONGS ONLY,,Marked Men,Fix My Brain,,
576,6th Annual SAD SONGS ONLY,,Meat Puppets,Plateau,,
576,6th Annual SAD SONGS ONLY,,Menzingers,I Don’t Wanna Be An Asshole Anymore,,
576,6th Annual SAD SONGS ONLY,,Mineral,Parking Lot,,
576,6th Annual SAD SONGS ONLY,,Minutemen,Jesus & Tequila,,
576,6th Annual SAD SONGS ONLY,,Mitski,i will,,
576,6th Annual SAD SONGS ONLY,,Mitski,Nobody,,
576,6th Annual SAD SONGS ONLY,,Modern Baseball,"Fine, Great",,
576,6th Annual SAD SONGS ONLY,,Modest Mouse,Baby Blue Sedan,,
576,6th Annual SAD SONGS ONLY,,Modest Mouse,Bankrupt On Selling,,
576,6th Annual SAD SONGS ONLY,,Modest Mouse,Dark Center Of The Universe,,
576,6th Annual SAD SONGS ONLY,,Modest Mouse,Dramamine,,
576,6th Annual SAD SONGS ONLY,,Modest Mouse,You’re The Good Things (It’s Alright To Die),,
576,6th Annual SAD SONGS ONLY,,Mogwai,R U Still In 2 It?,,
576,6th Annual SAD SONGS ONLY,,Mountain Goats,Against Pollution,,
576,6th Annual SAD SONGS ONLY,,Mountain Goats,Cotton,,
576,6th Annual SAD SONGS ONLY,,Mountain Goats,Cry For Judas,,
576,6th Annual SAD SONGS ONLY,,Mountain Goats,Dance Music,,
576,6th Annual SAD SONGS ONLY,,Mountain Goats,No Children,,
576,6th Annual SAD SONGS ONLY,,Mr. T Experience,Sackcloth And Ashes,,
576,6th Annual SAD SONGS ONLY,,"Nastasia, Nina",A Dog’s Life,,
576,6th Annual SAD SONGS ONLY,,Neutral Milk Hotel,Communist Daughter,,
576,6th Annual SAD SONGS ONLY,,Neutral Milk Hotel,In The Aeroplane Over The Sea,,
576,6th Annual SAD SONGS ONLY,,New Order,1963 (’95),,
576,6th Annual SAD SONGS ONLY,,New Order,Love Vigilantes,,
576,6th Annual SAD SONGS ONLY,,New Pornographers,Challengers,,
576,6th Annual SAD SONGS ONLY,,"Newsom, Joanna","Clam, Crab, Cockle, Cowrie",,
576,6th Annual SAD SONGS ONLY,,"Newsom, Joanna",The Book Of Right-On,,
576,6th Annual SAD SONGS ONLY,,No Use For A Name,Justified Black Eye,,
576,6th Annual SAD SONGS ONLY,,"Numan, Gary (Tubeway Army)",Me! I Disconnect From You,,
576,6th Annual SAD SONGS ONLY,,Okkervil River,Black,,
576,6th Annual SAD SONGS ONLY,,Okkervil River,Westfall,,
576,6th Annual SAD SONGS ONLY,,Old 97’s,Big Brown Eyes,,
576,6th Annual SAD SONGS ONLY,,"Olsen, Angel",Never Be Mine,,
576,6th Annual SAD SONGS ONLY,,Owen,"O, Evelyn",,
576,6th Annual SAD SONGS ONLY,,Palace Brothers,"For The Mekons, et al",,
576,6th Annual SAD SONGS ONLY,,"Palmer, Amanda",The Bed Song,,
576,6th Annual SAD SONGS ONLY,,Parenthetical Girls,A Song For Ellie Greenwich,,
576,6th Annual SAD SONGS ONLY,,Pogues,Thousands Are Sailing,,
576,6th Annual SAD SONGS ONLY,,Popper Burns,Sunday,,
576,6th Annual SAD SONGS ONLY,,Postal Service,Brand New Colony,,
576,6th Annual SAD SONGS ONLY,,Postal Service,Nothing Better,,
576,6th Annual SAD SONGS ONLY,,Poster Children,Rain On Me,,
576,6th Annual SAD SONGS ONLY,,Pretty Girls Make Graves,Sad Girls Por Vida,,
576,6th Annual SAD SONGS ONLY,,Promise Ring,A Picture Postcard,,
576,6th Annual SAD SONGS ONLY,,Pulley,Second Best,,
576,6th Annual SAD SONGS ONLY,,Pulp,Disco 2000,,
576,6th Annual SAD SONGS ONLY,,Pulp,Like A Friend,,
576,6th Annual SAD SONGS ONLY,,Pup,DVP,,
576,6th Annual SAD SONGS ONLY,,Quasi,The Poisoned Well,,
576,6th Annual SAD SONGS ONLY,,Quiet Company,The Easy Confidence,,
576,6th Annual SAD SONGS ONLY,,Rainer Maria,The Reason The Night Is Long,,
576,6th Annual SAD SONGS ONLY,,Rilo Kiley,A Better Son/Daughter,,
576,6th Annual SAD SONGS ONLY,,Rilo Kiley,More Adventurous,,
576,6th Annual SAD SONGS ONLY,,Rilo Kiley,Science Vs. Romance,,
576,6th Annual SAD SONGS ONLY,,Rutabega,Come Back Big Brother,,
576,6th Annual SAD SONGS ONLY,,Rutabega,Shiny Destination,,
576,6th Annual SAD SONGS ONLY,,Saves The Day,At Your Funeral,,
576,6th Annual SAD SONGS ONLY,,Sebadoh,Brand New Love (acoustic),,
576,6th Annual SAD SONGS ONLY,,Sebadoh,Pink Moon (by Nick Drake),,
576,6th Annual SAD SONGS ONLY,,Sebadoh,Too Pure,,
576,6th Annual SAD SONGS ONLY,,Shannon & The Clams,Baby Don’t Do It,,
